"","DateTime","Tair"
"1",2023-06-07 00:00:00,12.4941620121256
"2",2023-06-07 01:00:00,12.1546297106515
"3",2023-06-07 02:00:00,11.9081351904766
"4",2023-06-07 03:00:00,11.5400614182454
"5",2023-06-07 04:00:00,10.8639621629084
"6",2023-06-07 05:00:00,10.1037211691057
"7",2023-06-07 06:00:00,9.98510726466054
"8",2023-06-07 07:00:00,13.0364499565105
"9",2023-06-07 08:00:00,17.3947696079647
"10",2023-06-07 09:00:00,21.4495117977298
"11",2023-06-07 10:00:00,24.6313297844693
"12",2023-06-07 11:00:00,26.6570328713206
"13",2023-06-07 12:00:00,27.5062342934571
"14",2023-06-07 13:00:00,27.730859375
"15",2023-06-07 14:00:00,27.5859280105062
"16",2023-06-07 15:00:00,26.884993968926
"17",2023-06-07 16:00:00,24.5975989553927
"18",2023-06-07 17:00:00,22.5125889163189
"19",2023-06-07 18:00:00,20.0646944633334
"20",2023-06-07 19:00:00,17.5778798229518
"21",2023-06-07 20:00:00,15.4165120828915
"22",2023-06-07 21:00:00,13.5383350396938
"23",2023-06-07 22:00:00,11.8451215537401
"24",2023-06-07 23:00:00,10.6638011991573
"25",2023-06-08 00:00:00,10.0366301794039
"26",2023-06-08 01:00:00,8.60103126716695
"27",2023-06-08 02:00:00,7.68844553984252
"28",2023-06-08 03:00:00,6.78660919760847
"29",2023-06-08 04:00:00,6.18316095874405
"30",2023-06-08 05:00:00,5.74391884384585
"31",2023-06-08 06:00:00,5.71167068857483
"32",2023-06-08 07:00:00,8.68146632111876
"33",2023-06-08 08:00:00,12.5564343119593
"34",2023-06-08 09:00:00,15.5847955598229
"35",2023-06-08 10:00:00,17.5537863736114
"36",2023-06-08 11:00:00,18.8678060337921
"37",2023-06-08 12:00:00,19.7396182314636
"38",2023-06-08 13:00:00,20.1025026453752
"39",2023-06-08 14:00:00,20.0157662277498
"40",2023-06-08 15:00:00,19.4712542726566
"41",2023-06-08 16:00:00,18.1891120992954
"42",2023-06-08 17:00:00,16.5881950577381
"43",2023-06-08 18:00:00,14.8049091380965
"44",2023-06-08 19:00:00,13.15358118715
"45",2023-06-08 20:00:00,11.7446704034132
"46",2023-06-08 21:00:00,10.464381572309
"47",2023-06-08 22:00:00,9.31345603074027
"48",2023-06-08 23:00:00,8.33563265597104
"49",2023-06-09 00:00:00,7.5765036675225
"50",2023-06-09 01:00:00,6.93747125732455
"51",2023-06-09 02:00:00,6.32623898098097
"52",2023-06-09 03:00:00,5.57563536691441
"53",2023-06-09 04:00:00,4.71679656504165
"54",2023-06-09 05:00:00,3.88205121250934
"55",2023-06-09 06:00:00,3.43984375000002
"56",2023-06-09 07:00:00,6.2142971086609
"57",2023-06-09 08:00:00,9.78791164852061
"58",2023-06-09 09:00:00,12.8915185920166
"59",2023-06-09 10:00:00,15.0539983374312
"60",2023-06-09 11:00:00,16.4406690140845
"61",2023-06-09 12:00:00,17.3958816133189
"62",2023-06-09 13:00:00,17.9633750123983
"63",2023-06-09 14:00:00,18.0593781413086
"64",2023-06-09 15:00:00,17.6431174703966
"65",2023-06-09 16:00:00,16.5177680519738
"66",2023-06-09 17:00:00,15.1422174288622
"67",2023-06-09 18:00:00,13.5609458152286
"68",2023-06-09 19:00:00,11.8280708049761
"69",2023-06-09 20:00:00,10.3531810368917
"70",2023-06-09 21:00:00,9.0639961629542
"71",2023-06-09 22:00:00,7.94124142369111
"72",2023-06-09 23:00:00,6.96267671201917
